dataset,route,dropped,n,n_noise,auc,full_auc,delta
unrelated,iforest,text_nn_sim,14611,1461,0.5597972116603295,0.6391792173182076,-0.07938200565787812
unrelated,rf,loss_mean,14611,1461,0.9437688650151076,0.9436495134589308,0.00011935155617681659
unrelated,iforest,loss_mean,14611,1461,0.6523887748117728,0.6391792173182076,0.013209557493565227
unrelated,rf,loss_last,14611,1461,0.9436298904599434,0.9436495134589308,-1.9622998987389728e-05
unrelated,iforest,loss_last,14611,1461,0.6501403018402417,0.6391792173182076,0.010961084522034148
unrelated,rf,loss_std,14611,1461,0.9421339621021073,0.9436495134589308,-0.0015155513568234635
unrelated,iforest,loss_std,14611,1461,0.6393347438990431,0.6391792173182076,0.00015552658083550774
unrelated,rf,loss_slope,14611,1461,0.9437997308994568,0.9436495134589308,0.0001502174405260126
unrelated,iforest,loss_slope,14611,1461,0.6512793726886372,0.6391792173182076,0.012100155370429633
unrelated,rf,loss_min,14611,1461,0.942308174774817,0.9436495134589308,-0.0013413386841137909
unrelated,iforest,loss_min,14611,1461,0.6378698375767418,0.6391792173182076,-0.0013093797414658326
unrelated,rf,converge_epoch,14611,1461,0.9437997048742592,0.9436495134589308,0.00015019141532846003
unrelated,iforest,converge_epoch,14611,1461,0.6266288260293617,0.6391792173182076,-0.012550391288845941
unrelated,rf,loss_curvature,14611,1461,0.9438188594196901,0.9436495134589308,0.00016934596075934838
unrelated,iforest,loss_curvature,14611,1461,0.6397845113639025,0.6391792173182076,0.0006052940456948708
unrelated,rf,loss_rank,14611,1461,0.94299870134264,0.9436495134589308,-0.0006508121162908109
unrelated,iforest,loss_rank,14611,1461,0.6438956597777968,0.6391792173182076,0.004716442459589243
unrelated,rf,grad_norm_mean,14611,1461,0.9432770408309327,0.9436495134589308,-0.00037247262799811054
unrelated,iforest,grad_norm_mean,14611,1461,0.6375496235455168,0.6391792173182076,-0.001629593772690785
unrelated,rf,grad_norm_last,14611,1461,0.9435300317767663,0.9436495134589308,-0.00011948168216446842
unrelated,iforest,grad_norm_last,14611,1461,0.6425912768742696,0.6391792173182076,0.0034120595560620526
unrelated,rf,grad_norm_std,14611,1461,0.9415595079155639,0.9436495134589308,-0.002090005543366913
unrelated,iforest,grad_norm_std,14611,1461,0.6487830357351989,0.6391792173182076,0.009603818416991317
unrelated,rf,grad_norm_slope,14611,1461,0.9427047207105921,0.9436495134589308,-0.0009447927483386964
unrelated,iforest,grad_norm_slope,14611,1461,0.6330106729335342,0.6391792173182076,-0.006168544384673402
unrelated,rf,cos_ref_mean,14611,1461,0.9417324193283938,0.9436495134589308,-0.0019170941305369782
unrelated,iforest,cos_ref_mean,14611,1461,0.6367283203597722,0.6391792173182076,-0.002450896958435367
unrelated,rf,cos_ref_last,14611,1461,0.9406559390802175,0.9436495134589308,-0.002993574378713282
unrelated,iforest,cos_ref_last,14611,1461,0.6364741582800466,0.6391792173182076,-0.002705059038160984
unrelated,rf,cos_ref_std,14611,1461,0.9433184989707035,0.9436495134589308,-0.00033101448822725477
unrelated,iforest,cos_ref_std,14611,1461,0.6408674718862801,0.6391792173182076,0.0016882545680725336
unrelated,rf,cos_ref_slope,14611,1461,0.9423669656961872,0.9436495134589308,-0.0012825477627436133
unrelated,iforest,cos_ref_slope,14611,1461,0.6495860692322307,0.6391792173182076,0.01040685191402313
unrelated,rf,grad_norm_cv,14611,1461,0.9429614072344844,0.9436495134589308,-0.000688106224446372
unrelated,iforest,grad_norm_cv,14611,1461,0.6536676530216555,0.6391792173182076,0.014488435703447933
unrelated,rf,update_contrib_mean,14611,1461,0.9430520529977124,0.9436495134589308,-0.0005974604612183354
unrelated,iforest,update_contrib_mean,14611,1461,0.6509419299766033,0.6391792173182076,0.01176271265839568
