dataset,route,dropped,n,n_noise,auc,full_auc,delta
template,iforest,cos_ref_slope,14611,1461,0.538523798741942,0.5368478280671346,0.0016759706748074032
template,rf,grad_norm_cv,14611,1461,0.9940041328013783,0.9945900641000616,-0.0005859312986832288
template,iforest,grad_norm_cv,14611,1461,0.5175967812035613,0.5368478280671346,-0.019251046863573262
template,rf,cos_ref_trend,14611,1461,0.994047985259328,0.9945900641000616,-0.0005420788407335397
template,iforest,cos_ref_trend,14611,1461,0.5509355277779947,0.5368478280671346,0.014087699710860102
template,rf,update_contrib_mean,14611,1461,0.9942259715856893,0.9945900641000616,-0.00036409251437230505
template,iforest,update_contrib_mean,14611,1461,0.5547707049965777,0.5368478280671346,0.017922876929443055
truncation,rf,(none),14611,1461,0.7841542461411137,0.7841542461411137,0.0
truncation,iforest,(none),14611,1461,0.5798389560772739,0.5798389560772739,0.0
truncation,rf,text_nn_sim,14611,1461,0.7791954830667053,0.7841542461411137,-0.0049587630744084565
truncation,iforest,text_nn_sim,14611,1461,0.5843369430282399,0.5798389560772739,0.0044979869509660375
truncation,rf,loss_mean,14611,1461,0.7850116462759242,0.7841542461411137,0.0008574001348105043
truncation,iforest,loss_mean,14611,1461,0.589201364761362,0.5798389560772739,0.009362408684088108
truncation,rf,loss_last,14611,1461,0.7871229924813204,0.7841542461411137,0.0029687463402067182
truncation,iforest,loss_last,14611,1461,0.5862671798835632,0.5798389560772739,0.006428223806289379
truncation,rf,loss_std,14611,1461,0.7863500701379075,0.7841542461411137,0.0021958239967937443
truncation,iforest,loss_std,14611,1461,0.5637164502671487,0.5798389560772739,-0.0161225058101252
truncation,rf,loss_slope,14611,1461,0.7857599227572137,0.7841542461411137,0.0016056766161000047
truncation,iforest,loss_slope,14611,1461,0.5701443097206715,0.5798389560772739,-0.009694646356602332
truncation,rf,loss_min,14611,1461,0.7837351103338251,0.7841542461411137,-0.00041913580728858424
truncation,iforest,loss_min,14611,1461,0.5831713264782963,0.5798389560772739,0.003332370401022411
truncation,rf,converge_epoch,14611,1461,0.785978820694196,0.7841542461411137,0.00182457455308227
truncation,iforest,converge_epoch,14611,1461,0.5744934845917817,0.5798389560772739,-0.005345471485492137
truncation,rf,loss_curvature,14611,1461,0.7848924248457357,0.7841542461411137,0.0007381787046220056
truncation,iforest,loss_curvature,14611,1461,0.574654320312927,0.5798389560772739,-0.005184635764346912
truncation,rf,loss_rank,14611,1461,0.7857820962255655,0.7841542461411137,0.0016278500844517652
truncation,iforest,loss_rank,14611,1461,0.5761954284137902,0.5798389560772739,-0.0036435276634836367
truncation,rf,grad_norm_mean,14611,1461,0.7868418682968851,0.7841542461411137,0.002687622155771341
truncation,iforest,grad_norm_mean,14611,1461,0.5773317926416356,0.5798389560772739,-0.002507163435638282
truncation,rf,grad_norm_last,14611,1461,0.785132221016388,0.7841542461411137,0.00097797487527429
truncation,iforest,grad_norm_last,14611,1461,0.5763288856270641,0.5798389560772739,-0.00351007045020979
truncation,rf,grad_norm_std,14611,1461,0.7881907022379068,0.7841542461411137,0.00403645609679304
truncation,iforest,grad_norm_std,14611,1461,0.5707095770124635,0.5798389560772739,-0.009129379064810372
truncation,rf,grad_norm_slope,14611,1461,0.7848168476719158,0.7841542461411137,0.0006626015308021094
truncation,iforest,grad_norm_slope,14611,1461,0.5661502226455655,0.5798389560772739,-0.0136887334317084
truncation,rf,cos_ref_mean,14611,1461,0.7842639163237847,0.7841542461411137,0.00010967018267094009
truncation,iforest,cos_ref_mean,14611,1461,0.5788327178374102,0.5798389560772739,-0.0010062382398636771
truncation,rf,cos_ref_last,14611,1461,0.7850028757843345,0.7841542461411137,0.0008486296432207441
