dataset,route,dropped,n,n_noise,auc,full_auc,delta
truncation,iforest,cos_ref_last,14611,1461,0.5763745858740432,0.5798389560772739,-0.003464370203230649
truncation,rf,cos_ref_std,14611,1461,0.7875858506205707,0.7841542461411137,0.0034316044794570066
truncation,iforest,cos_ref_std,14611,1461,0.5729588827903176,0.5798389560772739,-0.006880073286956279
truncation,rf,cos_ref_slope,14611,1461,0.7877322163318525,0.7841542461411137,0.0035779701907387995
truncation,iforest,cos_ref_slope,14611,1461,0.5713127369919556,0.5798389560772739,-0.008526219085318254
truncation,rf,grad_norm_cv,14611,1461,0.7877952493604309,0.7841542461411137,0.0036410032193171515
truncation,iforest,grad_norm_cv,14611,1461,0.563566857431365,0.5798389560772739,-0.01627209864590884
truncation,rf,cos_ref_trend,14611,1461,0.7866108426178224,0.7841542461411137,0.0024565964767087056
truncation,iforest,cos_ref_trend,14611,1461,0.5726686497867235,0.5798389560772739,-0.007170306290550377
truncation,rf,update_contrib_mean,14611,1461,0.7852836095908058,0.7841542461411137,0.0011293634496920557
truncation,iforest,update_contrib_mean,14611,1461,0.572596351787801,0.5798389560772739,-0.007242604289472876
unrelated,rf,(none),14611,1461,0.944705381750611,0.944705381750611,0.0
unrelated,iforest,(none),14611,1461,0.6411432869304061,0.6411432869304061,0.0
unrelated,rf,text_nn_sim,14611,1461,0.8579587396517308,0.944705381750611,-0.08674664209888028
unrelated,iforest,text_nn_sim,14611,1461,0.5707265974916914,0.6411432869304061,-0.07041668943871471
unrelated,rf,loss_mean,14611,1461,0.9417155810255491,0.944705381750611,-0.002989800725061942
unrelated,iforest,loss_mean,14611,1461,0.667885738972473,0.6411432869304061,0.026742452042066933
unrelated,rf,loss_last,14611,1461,0.9436752003289585,0.944705381750611,-0.001030181421652565
unrelated,iforest,loss_last,14611,1461,0.6531557373849362,0.6411432869304061,0.012012450454530033
unrelated,rf,loss_std,14611,1461,0.9423954112371598,0.944705381750611,-0.002309970513451276
unrelated,iforest,loss_std,14611,1461,0.636765276140359,0.6411432869304061,-0.004378010790047071
unrelated,rf,loss_slope,14611,1461,0.9431351514536374,0.944705381750611,-0.0015702302969736737
unrelated,iforest,loss_slope,14611,1461,0.6423796920178118,0.6411432869304061,0.0012364050874056343
unrelated,rf,loss_min,14611,1461,0.9438904026878823,0.944705381750611,-0.0008149790627287601
unrelated,iforest,loss_min,14611,1461,0.6493188425033116,0.6411432869304061,0.008175555572905502
unrelated,rf,converge_epoch,14611,1461,0.9432953365448428,0.944705381750611,-0.0014100452057682622
unrelated,iforest,converge_epoch,14611,1461,0.635422011591623,0.6411432869304061,-0.005721275338783083
unrelated,rf,loss_curvature,14611,1461,0.9431627121378919,0.944705381750611,-0.0015426696127190942
unrelated,iforest,loss_curvature,14611,1461,0.6551371397787338,0.6411432869304061,0.01399385284832766
unrelated,rf,loss_rank,14611,1461,0.9437119739331622,0.944705381750611,-0.0009934078174488326
unrelated,iforest,loss_rank,14611,1461,0.658968048864911,0.6411432869304061,0.017824761934504885
unrelated,rf,grad_norm_mean,14611,1461,0.9425267083590333,0.944705381750611,-0.0021786733915777345
unrelated,iforest,grad_norm_mean,14611,1461,0.6503097258765936,0.6411432869304061,0.009166438946187516
unrelated,rf,grad_norm_last,14611,1461,0.9440945963882231,0.944705381750611,-0.0006107853623879
unrelated,iforest,grad_norm_last,14611,1461,0.6445254695596276,0.6411432869304061,0.0033821826292215196
unrelated,rf,grad_norm_std,14611,1461,0.9435222762678825,0.944705381750611,-0.001183105482728486
unrelated,iforest,grad_norm_std,14611,1461,0.6409031784573824,0.6411432869304061,-0.00024010847302369243
unrelated,rf,grad_norm_slope,14611,1461,0.9429452716119746,0.944705381750611,-0.001760110138636417
unrelated,iforest,grad_norm_slope,14611,1461,0.6489623493466374,0.6411432869304061,0.007819062416231315
unrelated,rf,cos_ref_mean,14611,1461,0.9445580270818206,0.944705381750611,-0.0001473546687904559
unrelated,iforest,cos_ref_mean,14611,1461,0.6502077071020161,0.6411432869304061,0.009064420171610021
unrelated,rf,cos_ref_last,14611,1461,0.9424844434381368,0.944705381750611,-0.0022209383124742743
unrelated,iforest,cos_ref_last,14611,1461,0.6438734863094449,0.6411432869304061,0.0027301993790387336
unrelated,rf,cos_ref_std,14611,1461,0.9442999612224556,0.944705381750611,-0.000405420528155398
unrelated,iforest,cos_ref_std,14611,1461,0.6481574940857738,0.6411432869304061,0.007014207155367713
unrelated,rf,cos_ref_slope,14611,1461,0.9429311659548775,0.944705381750611,-0.001774215795733558
unrelated,iforest,cos_ref_slope,14611,1461,0.6251401326764574,0.6411432869304061,-0.016003154253948715
unrelated,rf,grad_norm_cv,14611,1461,0.9425362335813533,0.944705381750611,-0.0021691481692577286
unrelated,iforest,grad_norm_cv,14611,1461,0.626413025090893,0.6411432869304061,-0.014730261839513092
unrelated,rf,cos_ref_trend,14611,1461,0.9436495134589308,0.944705381750611,-0.0010558682916802509
unrelated,iforest,cos_ref_trend,14611,1461,0.6391792173182076,0.6411432869304061,-0.001964069612198527
unrelated,rf,update_contrib_mean,14611,1461,0.9434324633109777,0.944705381750611,-0.001272918439633286
unrelated,iforest,update_contrib_mean,14611,1461,0.6388245979757602,0.6411432869304061,-0.002318688954645931
