dataset,noise_type,n_hard_mean,n_hard_std,n_hard_count,hard_loss_mean_mean,hard_loss_mean_std,hard_loss_mean_count,hard_loss_max_mean,hard_loss_max_std,hard_loss_max_count,hard_gradnorm_mean_mean,hard_gradnorm_mean_std,hard_gradnorm_mean_count,hard_cos_ref_mean_mean,hard_cos_ref_mean_std,hard_cos_ref_mean_count,pos_std_mean,pos_std_std,pos_std_count,loc_mismatch_frac_mean,loc_mismatch_frac_std,loc_mismatch_frac_count
duplicate,duplicate,20.516666666666666,6.585787642344423,60,1.0877669558670362,2.0781546422208064,60,2.738154729207357,3.860213969019608,60,31.759969126493107,38.07832826630959,60,0.01666123023266926,0.01855036885249706,60,23.12906468599608,28.292657552205572,60,,,
duplicate,none,21.216666666666665,5.5175887225068205,60,1.9636076274659304,2.7993999402039624,60,4.614107553164164,5.318203764385446,60,48.000744516802754,53.403195612625275,60,0.007885270694784638,0.025041378086670348,60,31.352174418690424,39.43011397876208,60,,,
garbled,garbled,22.766666666666666,3.533695749455166,60,5.064755493995308,3.81992628757276,60,9.214082845052083,4.951862757313082,60,84.04404815216792,37.888514636129514,60,0.002995914681274157,0.005737372878733369,60,34.34033042325078,33.086933308747554,60,0.0,0.0,60.0
garbled,none,21.383333333333333,5.446478155081991,60,2.0777575070527794,2.800041540931673,60,5.3808356920878095,5.2990784534988045,60,46.21190584673302,47.00107197622421,60,-0.004755395366246929,0.018342665714192328,60,31.390122841779434,40.33114280326741,60,,,0.0
keyword,keyword,20.716666666666665,5.474414036182139,60,1.6122403113646517,2.1484223706254673,60,4.810372352600098,5.445567102261605,60,44.242016597640045,44.43218158246194,60,-0.002474310150398065,0.008794022494550803,60,16.30754413000682,15.576555780250182,60,,,
keyword,none,21.383333333333333,5.446478155081991,60,2.086287772334871,2.82652349243042,60,5.334899648030599,5.181351794566261,60,46.792460494256574,46.412828855429744,60,-0.00236497909055712,0.010121574621561418,60,31.353758067989137,39.8754440601894,60,,,
unrelated,none,21.383333333333333,5.446478155081991,60,2.2500367525917793,2.933551504877651,60,5.942765744527181,5.920817287484387,60,55.398407407746284,54.12802383037405,60,-0.011823631377660043,0.035494660329756095,60,31.304798737252487,40.08888904732464,60,,,
unrelated,unrelated,22.233333333333334,3.9503986782999645,60,2.3749696994758054,2.8653389677921797,60,8.269091796875,5.605166263455748,60,69.38705801257966,56.21880924408241,60,-0.005189167071299388,0.02758277214802622,60,31.322015819808215,39.92849238602299,60,,,
