max_epoch,dataset,method,n,n_noise,auc,p_at_10,random_p
3,near_duplicate,zscore_max,14611,1461,0.5453139289460055,0.09240246406570841,0.0999931558414893
3,near_duplicate,zscore_mean,14611,1461,0.5646383148164053,0.10882956878850103,0.0999931558414893
3,near_duplicate,iforest,14611,1461,0.5994568541261649,0.1512662559890486,0.0999931558414893
3,template,zscore_max,14611,1461,0.626837938492048,0.10335386721423682,0.0999931558414893
3,template,zscore_mean,14611,1461,0.7031924589387444,0.0999315537303217,0.0999931558414893
3,template,iforest,14611,1461,0.5581161920971884,0.04106776180698152,0.0999931558414893
3,truncation,zscore_max,14611,1461,0.5835524915222919,0.1594798083504449,0.0999931558414893
3,truncation,zscore_mean,14611,1461,0.5938579492664798,0.1971252566735113,0.0999931558414893
3,truncation,iforest,14611,1461,0.5883321231616451,0.189596167008898,0.0999931558414893
3,unrelated,zscore_max,14611,1461,0.6746510411380299,0.11841204654346338,0.0999931558414893
3,unrelated,zscore_mean,14611,1461,0.6010352823603813,0.1676933607118412,0.0999931558414893
3,unrelated,iforest,14611,1461,0.639827348839146,0.19849418206707733,0.0999931558414893
4,clean,zscore_max,14611,0,,0.0,0.0
4,clean,zscore_mean,14611,0,,0.0,0.0
4,clean,iforest,14611,0,,0.0,0.0
4,duplicate,zscore_max,16072,1461,0.6053403127822601,0.05102675793403858,0.09090343454454952
4,duplicate,zscore_mean,16072,1461,0.5079877794528243,0.02924704418170504,0.09090343454454952
4,duplicate,iforest,16072,1461,0.5198271899164043,0.029869321717486,0.09090343454454952
4,garbled,zscore_max,14611,1461,0.8307957984921002,0.22039698836413416,0.0999931558414893
4,garbled,zscore_mean,14611,1461,0.8889012942330764,0.2991101984941821,0.0999931558414893
4,garbled,iforest,14611,1461,0.929132710290103,0.4989733059548255,0.0999931558414893
4,keyword,zscore_max,14611,1461,0.5346841972397676,0.09377138945927448,0.0999931558414893
4,keyword,zscore_mean,14611,1461,0.5665839065383104,0.1293634496919918,0.0999931558414893
4,keyword,iforest,14611,1461,0.5786572039048207,0.14921286789869953,0.0999931558414893
4,mixed,zscore_max,14819,1400,0.6684906795268968,0.16869095816464239,0.0944733112895607
4,mixed,zscore_mean,14819,1400,0.6663312680314692,0.21929824561403508,0.0944733112895607
4,mixed,iforest,14819,1400,0.7016496332492309,0.26653171390013497,0.0944733112895607
4,near_duplicate,zscore_max,14611,1461,0.5513636683036516,0.09650924024640657,0.0999931558414893
4,near_duplicate,zscore_mean,14611,1461,0.5800371639821675,0.1136208076659822,0.0999931558414893
4,near_duplicate,iforest,14611,1461,0.6021563437720401,0.17248459958932238,0.0999931558414893
4,template,zscore_max,14611,1461,0.5110003825704047,0.07939767282683094,0.0999931558414893
4,template,zscore_mean,14611,1461,0.6434781115075616,0.09650924024640657,0.0999931558414893
4,template,iforest,14611,1461,0.563586584531143,0.039014373716632446,0.0999931558414893
4,truncation,zscore_max,14611,1461,0.5464918814396098,0.1430527036276523,0.0999931558414893
4,truncation,zscore_mean,14611,1461,0.5747164164343918,0.18548939082819987,0.0999931558414893
4,truncation,iforest,14611,1461,0.5686129870941045,0.16563997262149213,0.0999931558414893
4,unrelated,zscore_max,14611,1461,0.5951144718316274,0.10403832991101986,0.0999931558414893
4,unrelated,zscore_mean,14611,1461,0.5775592528686274,0.15537303216974674,0.0999931558414893
4,unrelated,iforest,14611,1461,0.6316087996398112,0.18275154004106775,0.0999931558414893
