dataset,noise_type,n_hard_mean,n_hard_std,n_hard_count,hard_loss_mean_mean,hard_loss_mean_std,hard_loss_mean_count,hard_loss_max_mean,hard_loss_max_std,hard_loss_max_count,hard_gradnorm_mean_mean,hard_gradnorm_mean_std,hard_gradnorm_mean_count,hard_cos_ref_mean_mean,hard_cos_ref_mean_std,hard_cos_ref_mean_count,pos_std_mean,pos_std_std,pos_std_count
mixed,none,21.383333333333333,5.446478155081991,60,2.126119030309215,2.8622214357229843,60,5.2927113691965735,5.314172104555812,60,48.6962795398424,49.036982603654664,60,-0.004206891825970136,0.009254993996370454,60,31.43692840345684,40.23307069796654,60
near_duplicate,near_duplicate,20.916666666666668,5.292436773892506,60,1.8709104185996863,2.4844422420897625,60,6.340829086303711,6.435548422060026,60,46.789413093349076,48.16546930674492,60,0.0009038885869120626,0.012443662845562,60,16.972217133715557,16.29570685410856,60
near_duplicate,none,21.383333333333333,5.446478155081991,60,2.0625335895330297,2.808299466191585,60,5.109512774149577,5.263129425483398,60,45.830405695608796,46.37321109490745,60,0.0010282229118992745,0.012253234298275713,60,30.441065307729808,38.68624460360691,60
template,none,21.383333333333333,5.446478155081991,60,2.0547596314485648,2.777727265867184,60,5.3733207543691,5.298980127906917,60,46.65388299434035,47.45305083486409,60,-0.003016734020641722,0.013975486980921183,60,31.63404636297057,40.77718581009739,60
template,template,12.0,0.0,60,0.015484341813458338,0.017985367665926136,60,0.16785685221354166,0.20644212624518285,60,1.3870897268465965,1.1908820824221387,60,-0.0022879880874096233,0.006541026902413764,60,3.452052529534663,0.0,60
truncation,none,21.383333333333333,5.446478155081991,60,2.1177518838484732,2.8205706987984414,60,5.269018395741781,5.25622307339594,60,46.98989483406697,45.68481187797207,60,-0.0029068164217380715,0.011707019130870504,60,30.690794479268916,39.261361004892294,60
truncation,truncation,17.583333333333332,7.090914852565053,60,0.63777426028626,1.0710100980340418,60,2.9081403096516927,3.642571287965267,60,23.06390403258207,29.84913267436777,60,-0.009361145532219728,0.011297929861390485,60,9.083563676598036,8.056118968352237,60
