dataset,method,n,n_noise,auc,p_at_10,random_p
wild,zscore_max,4243,360,0.7309887114773801,0.24764150943396226,0.0848456280933302
wild,zscore_mean,4243,360,0.7718573840386871,0.3231132075471698,0.0848456280933302
wild,iforest,4243,360,0.7556864680802358,0.29245283018867924,0.0848456280933302
