tag,dataset,epoch,loss_mean,loss_std,loss_n,grad_norm_mean,grad_norm_std,grad_norm_n,cos_sim_ref_mean,cos_sim_ref_std,cos_sim_ref_n,cos_sim_global_mean,cos_sim_global_std,cos_sim_global_n,update_contrib_mean,update_contrib_std,update_contrib_n,tokens_mean,tokens_std,tokens_n
oasst-wild,cleaning_loop_random_wild,0,1.5863491874147553,0.8393462118317804,61886,3.3792825851727772,22.76017678569346,61886,0.0008852919994256893,0.02897551998357504,61886,0.006276878492019226,0.03573450733261265,58018,0.13438111028239283,0.7715636342075904,61886,201.66506156481273,188.5492839282111,61886
oasst-wild,cleaning_loop_random_wild,1,1.3802987813891767,0.6722831317973151,61886,3.844716611832936,3.156947594954842,61886,-0.00020210290227905644,0.00197105814545692,61886,0.0018596157289972166,0.021716379037149958,58018,0.09917506007773505,0.09227183306092412,61886,201.66506156481273,188.5492839282111,61886
oasst-wild,cleaning_loop_random_wild,2,1.121371567475652,0.5828280406884231,61886,4.706476986450852,4.229732603963383,61886,-5.939319949911248e-05,0.0014144548174679246,61886,0.001539228552826386,0.019864237664097832,58018,0.18997765206102205,0.16437220756895624,61886,201.66506156481273,188.5492839282111,61886
oasst-wild,cleaning_loop_random_wild,3,0.9004492600777246,0.5463324345956644,61886,5.144479359637899,4.79133488948147,61886,-5.349421337364778e-05,0.0013071157252052992,61886,0.0013537018834082768,0.018367225256132446,58018,0.19526195596223653,0.16812208254969022,61886,201.66506156481273,188.5492839282111,61886
oasst-wild,cleaning_loop_random_wild,4,0.7732253372229714,0.5317978481665756,61886,5.127052137678793,3.574340778594622,61886,-2.4418503329200346e-05,0.0013208918249656078,61886,0.0020499454761298817,0.01810666638465586,58018,0.19872644376686796,0.13905286797443306,61886,201.66506156481273,188.5492839282111,61886
oasst-wild,cleaning_loop_targeted_wild,0,1.497036568023993,0.6888580384630755,61886,2.7069908535698555,2.314734385275584,61886,0.00041691876380057645,0.024151579566442507,61886,0.004937866996567936,0.030740968395018622,58018,0.22729425808736323,0.3128551434057821,61886,212.07038748666903,187.65868684534556,61886
oasst-wild,cleaning_loop_targeted_wild,1,1.2958248929171075,0.587746507933303,61886,3.5542407554462017,2.876762738479139,61886,-0.00015808666451281437,0.0017355168602633598,61886,0.002118646172882991,0.023901884974306523,58018,0.20246703312559666,0.15972014155159453,61886,212.07038748666903,187.65868684534556,61886
oasst-wild,cleaning_loop_targeted_wild,2,1.0450802679975388,0.5275816394414423,61886,4.506268801314907,6.5649613550475765,61886,-5.177114312845167e-05,0.0012969294082794025,61886,0.0016185617141525103,0.021771326835984747,58018,0.16916133408473802,0.28762421206160443,61886,212.07038748666903,187.65868684534556,61886
oasst-wild,cleaning_loop_targeted_wild,3,0.8297487742791726,0.4982669793202977,61886,4.956659595475761,3.325151462222009,61886,-4.047980056648967e-05,0.0012193459604579885,61886,0.001667958668903866,0.019391899566738993,58018,0.20815862364343313,0.1398968612200589,61886,212.07038748666903,187.65868684534556,61886
oasst-wild,cleaning_loop_targeted_wild,4,0.7067490595356382,0.48821573661522977,61886,4.971240209638401,3.217458194023298,61886,-3.9227601694107315e-05,0.0012244183113141922,61886,0.0023004863349773046,0.01927360312030319,58018,0.20821255905681857,0.13557038822317855,61886,212.07038748666903,187.65868684534556,61886
oasst-wild,wild,0,1.5838428306179084,0.8294666145637197,68762,3.1701959227464642,3.637447622076653,68762,0.0008256991491089956,0.02843446620271319,68762,0.0056606081987138224,0.033757779003070906,64464,0.1703840371004584,0.2247450284181114,68762,201.4968732730287,188.45853678560573,68762
oasst-wild,wild,1,1.4121171059191007,0.7325915679275141,68762,7.825275087336587,467.87410672217834,68762,-0.00021339546103740263,0.001791883009236324,68762,0.007699217119573597,0.05991562685659858,64464,0.053059527502494916,3.096838506979029,68762,201.4968732730287,188.45853678560573,68762
oasst-wild,wild,2,1.1401391619171461,0.5872381031103551,68762,4.76816559606613,3.646573017728377,68762,-7.883250080150318e-05,0.0014033908123228752,68762,0.0016224552180460921,0.02731955196508981,64464,0.025657254511724494,0.027172142758298636,68762,201.4968732730287,188.45853678560573,68762
oasst-wild,wild,3,0.9197669642592554,0.5513288912232229,68762,5.4357293928025125,51.240302290728074,68762,-6.082399586121742e-05,0.001318814839379301,68762,0.0016471760617984023,0.02321196647055896,64464,0.048325556130940195,1.1174926231685527,68762,201.4968732730287,188.45853678560573,68762
oasst-wild,wild,4,0.7905630544894906,0.5360211941712473,68762,5.235500262875716,3.6051919047387266,68762,-5.415280784631714e-05,0.0013466926043236842,68762,0.0017293925802852642,0.021798153353247834,64464,0.12291509355810593,0.09924194038765735,68762,201.4968732730287,188.45853678560573,68762
